,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,2,0,0,400000,1000000,6,425,800000,300000,800000,200000,1
1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,2,0,1,1700000,5100000,18,321,2000000,2800000,5100000,1500000,1
1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,2,0,1,6100000,15500000,8,758,8900000,4000000,13300000,7200000,0
1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,5,0,1,7300000,19600000,10,373,10400000,4700000,19500000,10600000,1
1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,3,0,1,300000,500000,6,876,300000,100000,1100000,300000,0
1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,2,0,0,4300000,14500000,10,594,11400000,700000,14000000,5300000,0
1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,3,0,0,7000000,18400000,18,837,2800000,7900000,15400000,5700000,0
1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,0,0,1,4900000,16500000,4,600,11100000,2200000,12000000,6500000,0
1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,4,0,0,6200000,12400000,20,547,14200000,10800000,17200000,8000000,1
1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1,0,0,4100000,15800000,12,431,9700000,7300000,15200000,5700000,1
1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,0,0,1,7300000,22600000,12,851,3300000,3400000,24800000,5300000,0
1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,4,0,1,9200000,28100000,12,760,23200000,9700000,22300000,12900000,0
1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,0,0,0,800000,2400000,2,716,700000,1200000,3100000,400000,0
1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,4,0,0,2900000,11200000,10,744,6600000,4000000,7300000,1600000,0
1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,3,0,0,8100000,21600000,4,740,22400000,3700000,16900000,9900000,0
1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,0,0,0,9300000,20300000,14,759,27000000,11600000,26500000,10900000,0
1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,4,0,1,9200000,29400000,14,517,4900000,0,33500000,10100000,1
1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,3,0,1,3100000,6300000,18,895,2300000,3400000,10500000,4200000,0
2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3,0,1,7000000,15400000,20,315,19900000,7600000,16400000,5900000,1
2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,4,0,0,3900000,8800000,14,527,4600000,4900000,14900000,3100000,1
2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,3,0,0,5500000,19800000,14,853,7300000,3000000,15500000,3100000,0
2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,0,0,0,6600000,13700000,20,747,3600000,2400000,23900000,6000000,0
2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2,0,0,9900000,31600000,16,892,4200000,17500000,31400000,12700000,0
2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,4,0,1,6600000,20500000,8,856,18800000,5400000,15100000,9400000,0
2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,3,0,0,8600000,23600000,4,324,13800000,3800000,28500000,4300000,1
2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,5,0,0,7900000,28600000,12,812,12100000,14400000,30000000,11700000,0
2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,5,0,1,6800000,22600000,2,804,3500000,12500000,18200000,9900000,0
2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,4,0,0,700000,1800000,8,874,1600000,1000000,1300000,300000,0
2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2,0,1,3800000,10000000,12,516,2400000,4200000,14200000,5100000,1
2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,5,0,1,6900000,18300000,4,402,12600000,13100000,23200000,6100000,1
2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,1,0,1,3700000,12400000,12,330,3400000,1000000,10400000,2800000,1
2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,1,0,0,7900000,24000000,12,867,20500000,10000000,30700000,9400000,0
2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,4,0,1,8800000,34200000,16,844,18700000,11000000,20700000,10700000,0
2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,5,0,1,3300000,7800000,8,310,3000000,3900000,8300000,4200000,1
2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,4,0,0,5800000,14200000,20,535,10200000,4000000,21100000,3400000,1
2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,1,0,1,7400000,29500000,16,323,10000000,4400000,29400000,8100000,1
2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,1,0,0,8200000,25600000,4,686,2000000,5900000,17300000,4400000,0
2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,0,0,1,3300000,9600000,8,465,6100000,700000,9700000,2000000,1
2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,4,0,1,5300000,10700000,12,547,1000000,10200000,11600000,5700000,1
2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,1,0,0,5700000,19100000,12,649,9400000,10200000,16400000,4500000,0
2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2,0,0,9000000,31000000,14,670,21300000,5400000,31100000,12900000,0
2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,3,0,0,5900000,14400000,10,408,2400000,5100000,23000000,3700000,1
2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2,0,0,5400000,11900000,6,303,15000000,9200000,15400000,6900000,1
2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,0,0,0,9800000,34800000,14,497,3000000,2200000,23800000,9600000,1
2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,2026,4,0,1,9800000,34100000,14,740,6500000,16900000,27100000,5100000,0
2027,2027,2027,2027,2027,2027,2027,2027,2027,2027,2027,2027,2027,2027,2027,2027,4,0,1,3800000,8200000,4,309,10900000,3900000,10200000,3300000,1
2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,2028,0,0,0,9500000,24400000,14,769,14400000,2400000,30800000,14200000,0
2029,2029,2029,2029,2029,2029,2029,2029,2029,2029,2029,2029,2029,2029,2029,2029,3,0,1,2500000,7100000,6,420,3800000,3300000,8700000,3000000,1
2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,1,0,0,1900000,6000000,20,540,1100000,1400000,4300000,1300000,1
2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,5,0,1,4400000,10600000,20,806,9700000,3600000,10800000,2500000,0
2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,2032,4,0,1,1400000,2900000,6,723,3800000,0,4700000,1600000,0
2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,2033,5,0,1,3200000,11800000,16,565,8100000,2700000,9200000,1800000,0
2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034,1,0,1,3100000,9200000,16,374,2400000,3500000,7100000,3500000,1
2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,4,0,0,4500000,9900000,10,509,11100000,3100000,12200000,2700000,1
2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,2036,3,0,1,9300000,23500000,16,728,3500000,9900000,27300000,9800000,0
2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2037,2,0,0,6900000,18200000,20,396,15600000,4300000,22900000,5400000,1
2038,2038,2038,2038,2038,2038,2038,2038,2038,2038,2038,2038,2038,2038,2038,2038,0,0,1,3900000,8600000,2,667,4300000,6600000,13500000,2000000,0
2039,2039,2039,2039,2039,2039,2039,2039,2039,2039,2039,2039,2039,2039,2039,2039,5,0,0,3200000,7400000,12,583,9400000,5500000,10600000,3600000,0
2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,1,0,1,5600000,21100000,10,459,9700000,1400000,13900000,8100000,1
2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,2041,4,0,1,3700000,11900000,18,635,6100000,6400000,11200000,4700000,0
2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,2042,3,0,0,8400000,27200000,12,604,21400000,8800000,23700000,4700000,0
2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,2043,0,0,1,4200000,8900000,14,796,3000000,1600000,13300000,4800000,0
2044,2044,2044,2044,2044,2044,2044,2044,2044,2044,2044,2044,2044,2044,2044,2044,4,0,0,3800000,8500000,10,416,6200000,4800000,14900000,4100000,1
2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045,3,0,0,3200000,8200000,8,311,4900000,5600000,10700000,1600000,1
2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,1,0,0,9700000,33900000,10,833,24600000,16200000,28300000,6600000,0
2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,1,0,1,4300000,9400000,6,543,7400000,5200000,14800000,4200000,1
2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,2048,5,0,1,8100000,20300000,18,751,1600000,7900000,31700000,7400000,0
2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,5,0,1,9400000,23200000,14,885,16900000,1200000,34900000,4700000,0
2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,4,0,1,8100000,19400000,6,346,7800000,9300000,29300000,4500000,1
2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,2051,4,0,0,6500000,14500000,4,588,10300000,9500000,22800000,6400000,0
2052,2052,2052,2052,2052,2052,2052,2052,2052,2052,2052,2052,2052,2052,2052,2052,2,0,0,9400000,23100000,4,488,20100000,3500000,28600000,10900000,1
2053,2053,2053,2053,2053,2053,2053,2053,2053,2053,2053,2053,2053,2053,2053,2053,1,0,1,2600000,6600000,20,765,2100000,200000,5200000,1300000,0
2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,3,0,1,8000000,25600000,6,337,8800000,500000,18900000,9800000,1
2055,2055,2055,2055,2055,2055,2055,2055,2055,2055,2055,2055,2055,2055,2055,2055,1,0,0,4700000,9300000,8,515,1000000,4700000,14600000,5700000,1
2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2056,2,0,1,7600000,22300000,12,555,2100000,13800000,17700000,7100000,0
2057,2057,2057,2057,2057,2057,2057,2057,2057,2057,2057,2057,2057,2057,2057,2057,1,0,1,6800000,27200000,2,702,4600000,2400000,27100000,6300000,0
2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2,0,1,6600000,17000000,2,457,100000,1800000,23300000,6700000,1
2059,2059,2059,2059,2059,2059,2059,2059,2059,2059,2059,2059,2059,2059,2059,2059,2,0,0,8200000,27200000,10,425,11400000,4900000,29300000,4500000,1
2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,1,0,1,4400000,12300000,6,583,2400000,7900000,17200000,6600000,0
2061,2061,2061,2061,2061,2061,2061,2061,2061,2061,2061,2061,2061,2061,2061,2061,1,0,0,8300000,29200000,6,877,13700000,9900000,31500000,9500000,0
2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,2062,0,0,0,9200000,36500000,14,522,10500000,5300000,22400000,13200000,1
2063,2063,2063,2063,2063,2063,2063,2063,2063,2063,2063,2063,2063,2063,2063,2063,5,0,1,2700000,8700000,20,687,2600000,1200000,9000000,1300000,0
2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,2064,0,0,0,6100000,23600000,20,856,3300000,5200000,17700000,6400000,0
2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,2065,4,0,1,9100000,33000000,8,543,15700000,14400000,19500000,11200000,1
2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066,5,0,1,7600000,15400000,14,576,2300000,2800000,24500000,4700000,0
2067,2067,2067,2067,2067,2067,2067,2067,2067,2067,2067,2067,2067,2067,2067,2067,2,0,0,7200000,17000000,10,856,18100000,12700000,15800000,6000000,0
2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,0,0,1,2600000,8200000,8,722,3500000,4200000,7100000,3200000,0
2069,2069,2069,2069,2069,2069,2069,2069,2069,2069,2069,2069,2069,2069,2069,2069,4,0,1,6500000,20200000,12,653,18600000,1400000,23800000,6400000,0
2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,2070,5,0,0,8900000,35500000,16,480,17200000,11300000,25200000,4900000,1
2071,2071,2071,2071,2071,2071,2071,2071,2071,2071,2071,2071,2071,2071,2071,2071,2,0,1,5400000,14300000,14,477,10200000,700000,11100000,5500000,1
2072,2072,2072,2072,2072,2072,2072,2072,2072,2072,2072,2072,2072,2072,2072,2072,0,0,0,300000,500000,2,885,200000,400000,700000,200000,0
2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,0,0,0,8400000,19600000,18,530,17000000,3600000,24200000,12300000,1
2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,3,0,0,8300000,17200000,8,870,4700000,8800000,18300000,10000000,0
2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,2075,4,0,0,1700000,5600000,8,395,2700000,800000,3500000,2400000,1
2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076,2,0,0,1500000,4200000,16,771,2500000,800000,5700000,1100000,0
2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,1,0,1,200000,500000,2,579,500000,100000,500000,100000,0
2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,2078,1,0,1,1000000,3700000,14,798,2000000,200000,3800000,1400000,0
2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,3,0,1,8800000,25100000,8,473,17200000,600000,24400000,12400000,1
2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,0,0,1,1000000,3200000,8,304,500000,600000,3700000,700000,1
2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,0,0,1,8600000,23000000,14,678,18800000,16400000,22900000,12000000,0
2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,2082,5,0,1,2400000,8900000,2,745,1700000,2000000,9200000,2100000,0
2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,1,0,0,2400000,8900000,8,835,2400000,1200000,5500000,1100000,0
2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,5,0,1,6000000,12100000,20,848,13900000,4800000,18000000,3600000,0
2085,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085,5,0,0,7600000,16300000,18,872,5100000,1900000,20700000,5000000,0
2086,2086,2086,2086,2086,2086,2086,2086,2086,2086,2086,2086,2086,2086,2086,2086,3,0,0,8000000,20100000,10,608,9800000,15500000,26100000,5200000,0
2087,2087,2087,2087,2087,2087,2087,2087,2087,2087,2087,2087,2087,2087,2087,2087,0,0,1,5400000,19500000,16,758,2600000,2700000,18300000,6000000,0
2088,2088,2088,2088,2088,2088,2088,2088,2088,2088,2088,2088,2088,2088,2088,2088,0,0,1,1400000,3700000,4,841,3000000,1000000,4600000,1000000,0
2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,0,0,1,800000,2600000,2,618,300000,1200000,2000000,500000,0
2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,4,0,1,300000,1100000,4,457,700000,100000,1100000,400000,0
2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,2091,0,0,0,4100000,14400000,4,844,2700000,6000000,9900000,4200000,0
2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2,0,0,1500000,3800000,4,776,2800000,0,5300000,1400000,0
2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,1,0,0,4600000,13900000,8,520,13300000,6400000,9800000,2200000,1
2094,2094,2094,2094,2094,2094,2094,2094,2094,2094,2094,2094,2094,2094,2094,2094,1,0,1,3300000,7500000,12,648,6400000,1700000,8700000,1600000,0
2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,4,0,1,7900000,31400000,10,654,16500000,15200000,25400000,5000000,0
2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,0,0,0,8100000,26500000,20,342,5800000,5600000,23700000,5800000,1
2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,5,0,0,900000,2800000,16,808,2100000,900000,3100000,800000,0
2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,2098,1,0,1,4900000,15200000,10,429,5700000,7300000,14400000,3300000,1
2099,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099,3,0,1,6100000,18100000,14,538,11800000,4200000,16200000,7500000,1
2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,3,0,0,4500000,16400000,6,533,1800000,5600000,12200000,3900000,1
2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,2101,2,0,1,2900000,7300000,8,394,7700000,2600000,7700000,4000000,1
2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,1,0,0,7900000,29300000,2,771,17600000,12800000,20400000,4000000,0
2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,5,0,1,4100000,10100000,4,792,4400000,6100000,8600000,4900000,0
2104,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104,2104,5,0,1,7700000,15500000,8,407,6500000,9100000,26300000,4600000,1
2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105,0,0,0,5600000,19300000,18,544,6400000,2800000,19900000,6400000,1
2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,5,0,0,9000000,18000000,18,509,24600000,5200000,20000000,6100000,1
2107,2107,2107,2107,2107,2107,2107,2107,2107,2107,2107,2107,2107,2107,2107,2107,4,0,1,6400000,18400000,16,320,17700000,3600000,13900000,8300000,1
2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,2108,4,0,0,6900000,14700000,2,496,12000000,7000000,15500000,4000000,1
2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,3,0,0,9100000,27400000,18,652,8500000,7300000,31700000,6800000,0
2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2,0,1,1100000,3700000,2,806,2700000,800000,2900000,500000,0
2111,2111,2111,2111,2111,2111,2111,2111,2111,2111,2111,2111,2111,2111,2111,2111,4,0,0,1700000,4500000,12,821,3200000,1900000,4900000,1500000,0
2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,5,0,1,9200000,28800000,20,618,14300000,10800000,33900000,10600000,0
2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2113,2,0,1,8300000,20600000,12,729,22400000,9000000,31400000,8400000,0
2114,2114,2114,2114,2114,2114,2114,2114,2114,2114,2114,2114,2114,2114,2114,2114,5,0,1,5000000,10600000,6,839,12600000,8600000,19800000,3500000,0
2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,2115,3,0,0,2200000,6400000,2,318,1400000,2100000,4300000,1500000,1
2116,2116,2116,2116,2116,2116,2116,2116,2116,2116,2116,2116,2116,2116,2116,2116,2,0,0,4500000,9600000,16,404,1800000,6000000,17000000,2700000,1
2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,2117,5,0,1,4100000,9000000,6,581,6600000,1500000,11300000,3400000,0
2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118,1,0,0,2800000,6800000,18,596,7900000,400000,7300000,1500000,0
2119,2119,2119,2119,2119,2119,2119,2119,2119,2119,2119,2119,2119,2119,2119,2119,1,0,0,6600000,20700000,4,415,12800000,11900000,17700000,3900000,0
2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,2120,3,0,1,3200000,7200000,6,728,4800000,2000000,8000000,4600000,0
2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,2121,0,0,0,6300000,13300000,2,666,8800000,4000000,14200000,4900000,0
2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,2,0,0,4700000,17700000,14,675,5800000,7200000,13100000,6500000,0
2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,0,0,0,4100000,15400000,16,304,3000000,5200000,16200000,3100000,1
2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,5,0,1,7100000,15500000,4,474,7600000,9000000,22400000,9400000,1
2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125,4,0,1,4900000,10200000,18,370,10900000,2200000,13700000,6600000,1
2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,2126,4,0,0,5600000,20300000,20,596,5100000,10900000,12700000,7900000,0
2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,2127,4,0,0,3400000,8300000,2,567,5700000,1900000,10200000,2700000,0
2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,3,0,0,4500000,16100000,16,671,10500000,3600000,12400000,5800000,0
2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,2,0,0,300000,800000,18,819,300000,300000,900000,400000,0
2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,2130,5,0,1,7600000,23000000,10,829,3100000,7300000,17600000,7300000,0
2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,5,0,0,500000,1200000,12,454,1400000,500000,1000000,300000,1
2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,2132,0,0,1,5900000,15200000,16,399,15200000,3200000,12200000,6500000,1
2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,0,0,0,7100000,20700000,10,784,9500000,11400000,27900000,8600000,0
2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2134,2,0,1,8500000,26900000,6,538,21300000,16400000,21500000,4600000,1
2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135,0,0,1,6400000,16900000,16,759,16200000,7100000,15200000,3100000,0
2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2136,2,0,0,7100000,21400000,12,699,11400000,13400000,22600000,4800000,0
2137,2137,2137,2137,2137,2137,2137,2137,2137,2137,2137,2137,2137,2137,2137,2137,5,0,0,1800000,5400000,14,347,3800000,1300000,4900000,1700000,1
2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,3,0,1,6600000,25200000,20,598,13100000,3600000,20700000,8600000,0
2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,2139,4,0,1,8800000,27100000,2,406,16300000,6200000,26100000,5800000,0
2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2,0,0,4800000,15800000,20,860,1700000,3300000,13400000,5100000,0
2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,5,0,1,4400000,16500000,10,806,3500000,4400000,11200000,2800000,0
2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,2142,0,0,0,2000000,6900000,2,448,2700000,3800000,7100000,1600000,0
2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2,0,0,6800000,22600000,20,393,2100000,2200000,20300000,8200000,1
2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,5,0,1,6600000,16000000,12,811,13100000,5000000,14700000,5000000,0
2145,2145,2145,2145,2145,2145,2145,2145,2145,2145,2145,2145,2145,2145,2145,2145,2,0,0,3300000,7900000,20,829,4800000,2100000,13200000,2600000,0
